id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
287995562,ee161dcb-d34e-4057-8160-6825aac0c33f,2025/05/23 2:20 PM,2025-05-23,2025-05-23 21:20:00 UTC,Pacific Time (US & Canada),4348831,pecosvalleydiamond,Moses J. Michelsohn,2025-06-08 20:07:29 UTC,2025-06-09 06:33:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/287995562,https://inaturalist-open-data.s3.amazonaws.com/photos/517867593/medium.jpg,,"","",2,0,false,,"San Benito County, US-CA, US",36.5089989249,-121.0907582831,4,,,,28534,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
287995574,b5bfeedc-7fe6-438b-bef3-3618aa38a56a,2025/05/23 2:20 PM,2025-05-23,2025-05-23 21:20:00 UTC,Pacific Time (US & Canada),4348831,pecosvalleydiamond,Moses J. Michelsohn,2025-06-08 20:07:31 UTC,2025-06-09 06:33:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/287995574,https://inaturalist-open-data.s3.amazonaws.com/photos/517867589/medium.jpg,,"","",2,0,false,,"San Benito County, US-CA, US",36.5809539074,-121.0608293348,4,,,,28534,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288013618,c5f3391c-8aa2-49af-960e-3b377c8c69ed,2025/06/08 10:31 AM,2025-06-08,2025-06-08 17:31:00 UTC,Pacific Time (US & Canada),770371,janeyd,Jane Dixon,2025-06-08 21:10:21 UTC,2025-06-09 06:43:09 UTC,research,,https://www.inaturalist.org/observations/288013618,https://static.inaturalist.org/photos/517898904/medium.jpg,,"",,2,0,false,,"California, US",37.5209460212,-122.4747423621,15,,,,28388,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288019428,ffa340dc-5f43-45da-9ecc-47b9954f281d,2025/06/08 8:59 AM,2025-06-08,2025-06-08 15:59:00 UTC,Pacific Time (US & Canada),5347990,kumiko2,,2025-06-08 21:31:29 UTC,2025-06-09 06:42:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/288019428,https://inaturalist-open-data.s3.amazonaws.com/photos/517912656/medium.jpg,,"","",2,0,false,,"California, US",37.6370290894,-122.4954937189,4,,,,28359,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288019430,c600bba6-9fdd-4c23-96f0-59335864c7ed,2025/06/08 8:53 AM,2025-06-08,2025-06-08 15:53:00 UTC,Pacific Time (US & Canada),5347990,kumiko2,,2025-06-08 21:31:29 UTC,2025-06-09 06:42:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/288019430,https://inaturalist-open-data.s3.amazonaws.com/photos/517913496/medium.jpg,,"",,1,0,false,,"California, US",37.7820459776,-122.506030746,1,,,,28359,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288020252,e7436018-85e1-4f25-9ba9-2809e1e8e49e,2025/06/08 9:04 AM,2025-06-08,2025-06-08 16:04:00 UTC,Pacific Time (US & Canada),5347990,kumiko2,,2025-06-08 21:35:29 UTC,2025-06-09 06:49:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/288020252,https://inaturalist-open-data.s3.amazonaws.com/photos/517915199/medium.jpg,,"",,2,0,false,,"California, US",37.6575575206,-122.5216285406,8,,,,28359,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288362957,ce2b751a-11be-45c4-a063-d266b0aaa118,2025-06-09 09:29:13,2025-06-09,2025-06-09 16:29:13 UTC,Pacific Time (US & Canada),9264682,kelsieburruss,,2025-06-10 02:00:09 UTC,2025-06-11 03:47:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/288362957,https://inaturalist-open-data.s3.amazonaws.com/photos/518571389/medium.jpg,,"",Just one of 4 red legged frogs!!,1,0,false,843,"California, US",35.6329447724,-120.9535633692,3,,,,28649,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288390433,e23548f3-92f4-4057-a949-b6314618cd0e,2025-06-05 20:54:49,2025-06-05,2025-06-06 03:54:49 UTC,Pacific Time (US & Canada),819,rebeccafay,Rebecca Johnson,2025-06-10 04:59:46 UTC,2025-06-11 07:32:20 UTC,research,CC0,https://www.inaturalist.org/observations/288390433,https://inaturalist-open-data.s3.amazonaws.com/photos/518625063/medium.jpg,,"",,2,0,false,843,"California, US",37.9924954171,-122.7001744465,11,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288390454,2aa2662b-cd17-4299-bfc8-45a32c88f332,2025-06-05 20:57:10,2025-06-05,2025-06-06 03:57:10 UTC,Pacific Time (US & Canada),819,rebeccafay,Rebecca Johnson,2025-06-10 04:59:56 UTC,2025-06-11 15:06:53 UTC,research,CC0,https://www.inaturalist.org/observations/288390454,https://inaturalist-open-data.s3.amazonaws.com/photos/518625090/medium.jpg,,"",,3,0,false,843,"California, US",37.8856381297,-122.7997701936,28,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288390473,710b7b90-141d-4904-80f5-5ac8f166bee5,2025-06-05 20:54:35,2025-06-05,2025-06-06 03:54:35 UTC,Pacific Time (US & Canada),819,rebeccafay,Rebecca Johnson,2025-06-10 05:00:05 UTC,2025-06-11 15:06:46 UTC,research,CC0,https://www.inaturalist.org/observations/288390473,https://inaturalist-open-data.s3.amazonaws.com/photos/518625135/medium.jpg,,"",,2,0,false,843,"California, US",37.8862055277,-122.6787545998,38,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288494077,34add614-a35e-4b51-bd29-263a015fef25,2025/06/09 4:08 PM,2025-06-09,2025-06-09 23:08:00 UTC,Pacific Time (US & Canada),7763532,jj1228,"",2025-06-10 15:57:37 UTC,2025-07-13 23:22:33 UTC,research,,https://www.inaturalist.org/observations/288494077,https://static.inaturalist.org/photos/518817042/medium.jpg,,"",,2,0,false,,"Santa Clara County, US-CA, US",37.1602303392,-121.7481496147,1,,,,28447,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288494083,c2898b50-662f-4c78-926b-835c809aa882,2025/06/09 4:19 PM,2025-06-09,2025-06-09 23:19:00 UTC,Pacific Time (US & Canada),7763532,jj1228,"",2025-06-10 15:57:39 UTC,2025-07-13 23:22:34 UTC,research,,https://www.inaturalist.org/observations/288494083,https://static.inaturalist.org/photos/518817080/medium.jpg,,"",,1,0,false,,"Santa Clara County, US-CA, US",37.0517685449,-121.6819984489,1,,,,28447,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288589595,c1cc2fe4-da55-4069-aa7c-3d463fdbef52,2023-06-06 14:01:43,2023-06-06,2023-06-06 21:01:43 UTC,Pacific Time (US & Canada),9321858,n-green,Nathan Green,2025-06-10 22:25:52 UTC,2026-04-14 22:13:11 UTC,research,,https://www.inaturalist.org/observations/288589595,https://static.inaturalist.org/photos/518999929/medium.jpg,,"",Handled under SCP,3,0,false,843,"California, US",37.8513987227,-122.1772832218,53,,,,28329,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288862074,f6afd66c-aaa1-4df6-a1aa-b49430b95e8d,2025-06-11 14:40:44,2025-06-11,2025-06-11 21:40:44 UTC,Pacific Time (US & Canada),9321858,n-green,Nathan Green,2025-06-11 22:37:43 UTC,2026-04-14 22:13:13 UTC,research,,https://www.inaturalist.org/observations/288862074,https://static.inaturalist.org/photos/519509065/medium.jpg,,"",,3,0,false,843,"California, US",37.8005624717,-121.6197900805,5,,,,28329,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288862870,b108af50-12dc-40f8-a724-068cd212fa0f,2025-06-11 14:43:17,2025-06-11,2025-06-11 21:43:17 UTC,Pacific Time (US & Canada),9321858,n-green,Nathan Green,2025-06-11 22:41:56 UTC,2026-04-14 22:13:13 UTC,research,,https://www.inaturalist.org/observations/288862870,https://static.inaturalist.org/photos/519510335/medium.jpg,,"",Injuried right hind leg,3,0,false,843,"California, US",37.9612231368,-121.6955442313,6,,,,28329,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288865171,7310f994-7904-4f32-a8b0-03ad75343f59,2025-06-11 14:43:35,2025-06-11,2025-06-11 21:43:35 UTC,Pacific Time (US & Canada),9321858,n-green,Nathan Green,2025-06-11 22:54:19 UTC,2026-04-14 22:13:13 UTC,research,,https://www.inaturalist.org/observations/288865171,https://static.inaturalist.org/photos/519515027/medium.jpg,,"",,3,0,false,843,"California, US",37.9418002573,-121.7338643898,9,,,,28329,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
288865350,80b77874-ccba-499c-b09f-6a1b1984237b,2025-06-11 14:46:04,2025-06-11,2025-06-11 21:46:04 UTC,Pacific Time (US & Canada),9321858,n-green,Nathan Green,2025-06-11 22:55:29 UTC,2026-04-14 22:13:14 UTC,research,,https://www.inaturalist.org/observations/288865350,https://static.inaturalist.org/photos/519515539/medium.jpg,,"",,3,0,false,843,"California, US",37.9609357536,-121.6993799436,5,,,,28329,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
289084357,cd9a68b9-69b2-4504-b8ac-9d8a4e145d68,2025-06-11 18:16:44,2025-06-11,2025-06-12 01:16:44 UTC,Pacific Time (US & Canada),3670529,matthew_r_,Matthew R.,2025-06-12 19:38:03 UTC,2025-06-12 21:07:43 UTC,research,,https://www.inaturalist.org/observations/289084357,https://static.inaturalist.org/photos/519922841/medium.jpg,,"",,1,0,false,2,"Santa Barbara County, US-CA, US",34.7135699954,-119.8256207084,,,,,28790,,obscured,true,gps,gps,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
289157680,0775ea98-df17-4978-b3b1-7d0b3655a0a9,2025-06-10 10:32:03-07:00,2025-06-10,2025-06-10 17:32:03 UTC,Pacific Time (US & Canada),788430,robynjensen,Robyn Jensen,2025-06-13 01:41:07 UTC,2025-06-13 03:13:43 UTC,research,,https://www.inaturalist.org/observations/289157680,https://static.inaturalist.org/photos/520058369/medium.jpg,,"","",1,0,false,3,,,,5,,,,28649,private,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
289385533,a9852720-8098-4e4a-abcb-c6938da44a47,2025-06-13 11:25:19,2025-06-13,2025-06-13 18:25:19 UTC,Pacific Time (US & Canada),9321858,n-green,Nathan Green,2025-06-13 23:00:34 UTC,2026-04-14 22:13:15 UTC,research,,https://www.inaturalist.org/observations/289385533,https://static.inaturalist.org/photos/520489993/medium.jpg,,"",,2,0,false,843,"California, US",37.5453411953,-121.8986283893,14,,,,28388,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
289386098,3c8995bc-ed3d-4d9e-8a91-641cec4c8505,2025-06-13 09:54:29,2025-06-13,2025-06-13 16:54:29 UTC,Pacific Time (US & Canada),9321858,n-green,Nathan Green,2025-06-13 23:03:34 UTC,2026-04-14 22:13:16 UTC,research,,https://www.inaturalist.org/observations/289386098,https://static.inaturalist.org/photos/520491053/medium.jpg,,"",,2,0,false,843,"California, US",37.4844480307,-121.9141508533,7,,,,28388,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
289386475,b5b3820f-b7c5-4212-9eb3-62e9aa80fb3d,2025-06-13 08:30:02,2025-06-13,2025-06-13 15:30:02 UTC,Pacific Time (US & Canada),9321858,n-green,Nathan Green,2025-06-13 23:05:44 UTC,2026-04-14 22:13:16 UTC,research,,https://www.inaturalist.org/observations/289386475,https://static.inaturalist.org/photos/520491715/medium.jpg,,"",,2,0,false,843,"California, US",37.582290433,-121.8634613028,2,,,,28388,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
289387872,39402eb9-ed6b-49b0-a709-9ec98a5d0543,2025-06-13 10:27:41,2025-06-13,2025-06-13 17:27:41 UTC,Pacific Time (US & Canada),9321858,n-green,Nathan Green,2025-06-13 23:12:38 UTC,2026-04-14 22:13:17 UTC,research,,https://www.inaturalist.org/observations/289387872,https://static.inaturalist.org/photos/520494036/medium.jpg,,"",Metamorph,2,0,false,843,"California, US",37.5682491481,-121.8663423219,3,,,,28388,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
289417305,69e008ad-2acd-4b7f-83c0-85f51dbb8e66,2025-06-12 22:35:00-07:00,2025-06-12,2025-06-13 05:35:00 UTC,Tijuana,23647,jorgehvaldez,Jorge H. Valdez,2025-06-14 02:02:34 UTC,2025-06-14 07:40:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/289417305,https://inaturalist-open-data.s3.amazonaws.com/photos/520553652/medium.jpg,,"","",1,0,false,3,"Ensenada, MX-BN, MX",30.9156264156,-115.6855206487,3,,,,29304,,obscured,true,,,rana de patas rojas,Rana draytonii,California Red-legged Frog,Amphibia,67016
289700957,a32c5696-a028-4e56-98af-a90f684da34d,2015/07/07 11:47 AM,2015-07-07,2015-07-07 18:47:00 UTC,Pacific Time (US & Canada),159874,jnegreann,Joey Negreann,2025-06-15 01:43:56 UTC,2025-06-17 14:30:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/289700957,https://inaturalist-open-data.s3.amazonaws.com/photos/521077506/medium.jpg,,"",,3,0,false,,"San Benito County, US-CA, US",36.4343105297,-121.0216791643,146,,,,28534,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
290009166,d2dba442-84be-4c87-a787-814b891a25c9,2015/09/29 3:00 PM,2015-09-29,2015-09-29 22:00:00 UTC,Pacific Time (US & Canada),159874,jnegreann,Joey Negreann,2025-06-16 00:36:01 UTC,2025-06-17 14:29:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/290009166,https://inaturalist-open-data.s3.amazonaws.com/photos/521664748/medium.jpg,,"",,2,0,false,,"San Benito County, US-CA, US",36.5300833371,-121.0164538657,188,,,,28534,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
290220490,2d10b2e1-6bb6-4fbd-b65a-cc14dd8a9455,2025/06/07 4:54 PM,2025-06-07,2025-06-07 23:54:00 UTC,Pacific Time (US & Canada),1722902,jonrobson,Jon Robson,2025-06-16 20:00:05 UTC,2025-06-18 14:31:42 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/290220490,https://inaturalist-open-data.s3.amazonaws.com/photos/522064850/medium.jpg,,"",,4,0,false,,"California, US",37.8790128785,-122.4576348431,1,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
290276591,92eeac13-c9df-4fcf-9114-62196858a43a,2025-06-15 12:57:01,2025-06-15,2025-06-15 19:57:01 UTC,Pacific Time (US & Canada),5167427,matthew1471,Matthew Muller,2025-06-17 00:13:13 UTC,2025-06-20 19:46:57 UTC,research,,https://www.inaturalist.org/observations/290276591,https://static.inaturalist.org/photos/522173585/medium.jpg,,"",,2,0,false,843,"California, US",38.6453478693,-123.4094924197,9,,,,28210,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
290559081,fa526a26-eee2-4bd0-9bf4-942fed7ca44b,2025-06-10 21:46:53-07:00,2025-06-10,2025-06-11 04:46:53 UTC,Pacific Time (US & Canada),18575,stevehromada,Steve Hromada,2025-06-18 01:32:45 UTC,2025-06-18 04:15:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/290559081,https://inaturalist-open-data.s3.amazonaws.com/photos/522711547/medium.jpg,,"","",1,0,false,3,"California, US",36.6298932453,-120.6571250304,4,,,,28505,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
290965014,f3fc1bda-dc39-4807-9c48-617c9be5a36e,2025-06-17 15:53:00,2025-06-17,2025-06-17 22:53:00 UTC,Pacific Time (US & Canada),3697126,william820,William Blaker,2025-06-19 16:20:01 UTC,2025-06-20 00:42:03 UTC,research,,https://www.inaturalist.org/observations/290965014,https://static.inaturalist.org/photos/523694396/medium.jpg,,"",,3,0,false,2,"Santa Cruz County, US-CA, US",37.117124653,-121.8745550815,4642,,,,28447,,obscured,true,gps,gps,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
291096173,3ff5be1c-b326-4646-b07d-b737df4fa229,2019-07-21 23:08:33,2019-07-21,2019-07-22 06:08:33 UTC,Pacific Time (US & Canada),1423782,falcofous,Emma,2025-06-20 01:42:50 UTC,2025-07-08 17:28:54 UTC,research,CC-BY,https://www.inaturalist.org/observations/291096173,https://inaturalist-open-data.s3.amazonaws.com/photos/523716288/medium.jpg,,"",,2,0,false,843,"California, US",37.8282884799,-122.5347000606,5,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
291121375,f862d243-bcc2-4bc1-a292-a7e05ee5294c,2020-01-27 01:14:54,2020-01-27,2020-01-27 09:14:54 UTC,Pacific Time (US & Canada),1423782,falcofous,Emma,2025-06-20 04:25:06 UTC,2025-06-20 18:04:22 UTC,research,CC-BY,https://www.inaturalist.org/observations/291121375,https://inaturalist-open-data.s3.amazonaws.com/photos/523767774/medium.jpg,,"",,2,0,false,843,"California, US",37.8042170003,-122.4158945625,10,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
291130381,200daa48-cda5-4a6e-a71d-8424ccf28f7b,2025/05/21 1:34 PM,2025-05-21,2025-05-21 20:34:00 UTC,Pacific Time (US & Canada),5289413,james-vg,,2025-06-20 05:42:42 UTC,2025-06-23 15:00:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/291130381,https://inaturalist-open-data.s3.amazonaws.com/photos/523779089/medium.jpg,,"",,3,0,false,,"California, US",37.3058904514,-121.749507529,6,,,,28417,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
291489433,a253f669-2efb-4025-a20f-044f0ce22496,2025-02-01 18:42:33-08:00,2025-02-01,2025-02-02 02:42:33 UTC,Pacific Time (US & Canada),5721817,hi_kscott,,2025-06-21 15:02:09 UTC,2025-06-21 19:23:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/291489433,https://inaturalist-open-data.s3.amazonaws.com/photos/524458520/medium.jpg,,"","",2,0,false,3,"California, US",38.3638831326,-122.7941518494,3,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
291613445,e16f8fcc-d90a-49ea-ad09-d45ca8b72b15,2025/06/21 10:26 AM,2025-06-21,2025-06-21 17:26:00 UTC,Pacific Time (US & Canada),7763532,jj1228,"",2025-06-21 22:21:33 UTC,2025-07-13 23:22:34 UTC,research,,https://www.inaturalist.org/observations/291613445,https://static.inaturalist.org/photos/524682853/medium.jpg,,"",,1,0,false,,"Santa Clara County, US-CA, US",37.1221192229,-121.624881152,1,,,,28447,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
291613446,ec0e7401-85d3-4634-89ea-7bada6866308,2025/06/21 10:26 AM,2025-06-21,2025-06-21 17:26:00 UTC,Pacific Time (US & Canada),7763532,jj1228,"",2025-06-21 22:21:33 UTC,2025-07-13 23:22:35 UTC,research,,https://www.inaturalist.org/observations/291613446,https://static.inaturalist.org/photos/524682854/medium.jpg,,"",,1,0,false,,"Santa Clara County, US-CA, US",37.1765546324,-121.6869157301,1,,,,28447,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
291613448,35a5374d-9f17-4f7d-ac1d-fe956224afdd,2025/06/21 10:30 AM,2025-06-21,2025-06-21 17:30:00 UTC,Pacific Time (US & Canada),7763532,jj1228,"",2025-06-21 22:21:34 UTC,2025-07-13 23:22:35 UTC,research,,https://www.inaturalist.org/observations/291613448,https://static.inaturalist.org/photos/524682838/medium.jpg,,"",,1,0,false,,"Santa Clara County, US-CA, US",37.1527334078,-121.7263723907,1,,,,28447,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
291644027,b4493b0b-68c2-424b-a8fe-89c97e6f81f9,2025/06/21 11:30 AM,2025-06-21,2025-06-21 18:30:00 UTC,Pacific Time (US & Canada),6894070,viktr_2000,,2025-06-22 00:47:38 UTC,2025-06-22 04:50:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/291644027,https://inaturalist-open-data.s3.amazonaws.com/photos/524743162/medium.jpg,,"",,1,0,false,,"California, US",37.6891098934,-122.540671285,2,,,,28359,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
291644182,5485be55-263b-4c1c-bc78-6c10889cd474,2025/06/21 12:02 PM,2025-06-21,2025-06-21 19:02:00 UTC,Pacific Time (US & Canada),6894070,viktr_2000,,2025-06-22 00:48:14 UTC,2025-06-22 04:50:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/291644182,https://inaturalist-open-data.s3.amazonaws.com/photos/524743742/medium.jpg,,"",,1,0,false,,"California, US",37.7173592298,-122.4243657421,2,,,,28359,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
291945044,669df14c-8cfc-447e-ad1a-40c44122aa42,2025-06-22 16:36:50,2025-06-22,2025-06-22 23:36:50 UTC,Pacific Time (US & Canada),9463996,elianaae,"",2025-06-22 23:39:35 UTC,2025-06-27 15:52:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/291945044,https://inaturalist-open-data.s3.amazonaws.com/photos/525318475/medium.jpg,,"",,2,0,false,2,"California, US",37.9800485256,-122.578496441,6,,,,28329,,obscured,true,gps,gps,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
292220391,bf7e773a-f3e1-43df-8d25-5a6b898b2ce1,2025-05-20 10:15:47,2025-05-20,2025-05-20 17:15:47 UTC,Pacific Time (US & Canada),9467001,scoutb,,2025-06-23 23:41:05 UTC,2025-06-24 02:43:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/292220391,https://inaturalist-open-data.s3.amazonaws.com/photos/525847819/medium.jpg,,"",,1,0,false,843,"California, US",34.5231601846,-120.1861503426,71197,,,,71197,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
292701133,5acf3076-296f-43bf-964d-747a9110adca,2025/06/25 11:18 AM,2025-06-25,2025-06-25 18:18:00 UTC,Pacific Time (US & Canada),7763532,jj1228,"",2025-06-25 20:05:33 UTC,2025-07-13 23:22:35 UTC,research,,https://www.inaturalist.org/observations/292701133,https://static.inaturalist.org/photos/526758039/medium.jpg,,"",Four adult red-legs within inches of each other.,1,0,false,,"Santa Clara County, US-CA, US",37.0066932569,-121.6693135855,1,,,,28447,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
292701135,210b2b8f-19c9-494b-8300-6f9efa2fbe5a,2025/06/25 11:29 AM,2025-06-25,2025-06-25 18:29:00 UTC,Pacific Time (US & Canada),7763532,jj1228,"",2025-06-25 20:05:33 UTC,2025-07-13 23:22:36 UTC,research,,https://www.inaturalist.org/observations/292701135,https://static.inaturalist.org/photos/526758045/medium.jpg,,"",Four adult red-legs within inches of each other.,1,0,false,,"Santa Clara County, US-CA, US",37.0951641149,-121.6920927499,1,,,,28447,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
292701140,89f9e771-c2d6-4dc0-87d1-08e416ad5ba2,2025/06/25 11:31 AM,2025-06-25,2025-06-25 18:31:00 UTC,Pacific Time (US & Canada),7763532,jj1228,"",2025-06-25 20:05:34 UTC,2025-07-13 23:22:36 UTC,research,,https://www.inaturalist.org/observations/292701140,https://static.inaturalist.org/photos/526758070/medium.jpg,,"",Four adult red-legs within inches of each other.,1,0,false,,"Santa Clara County, US-CA, US",37.118717452,-121.6525538791,1,,,,28447,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
292701141,27c60ec4-38db-4c44-84f1-70899bd3c88a,2025/06/25 11:33 AM,2025-06-25,2025-06-25 18:33:00 UTC,Pacific Time (US & Canada),7763532,jj1228,"",2025-06-25 20:05:34 UTC,2025-07-13 23:22:37 UTC,research,,https://www.inaturalist.org/observations/292701141,https://static.inaturalist.org/photos/526758072/medium.jpg,,"",Four adult red-legs within inches of each other.,1,0,false,,"Santa Clara County, US-CA, US",37.1283848455,-121.7521043766,1,,,,28447,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
292929611,6f41eab8-e1c6-4ada-b1aa-7114ba1de532,2025-06-24 08:01:55-07:00,2025-06-24,2025-06-24 15:01:55 UTC,Pacific Time (US & Canada),199673,amandapreece,Amanda Preece,2025-06-26 18:09:49 UTC,2025-12-02 22:49:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/292929611,https://inaturalist-open-data.s3.amazonaws.com/photos/527193199/medium.jpg,,"","",3,0,false,3,"California, US",36.2393720214,-121.9873000288,5,,,,28563,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
293372666,dfe907e2-152b-45f5-ae9e-079691977c8e,2025-06-27 18:21:24,2025-06-27,2025-06-28 01:21:24 UTC,Pacific Time (US & Canada),631510,carbonmike,Mike Tidwell,2025-06-28 12:58:36 UTC,2025-07-08 20:40:28 UTC,research,,https://www.inaturalist.org/observations/293372666,https://static.inaturalist.org/photos/528031330/medium.jpg,,"",,2,0,false,2,"Monterey County, US-CA, US",36.2643143016,-121.3352305626,,,,,28563,,obscured,true,gps,gps,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
293518473,f0c231d3-3f10-4ffd-a5d8-c3e6761704f1,2025/06/27 10:25 AM,2025-06-27,2025-06-27 17:25:00 UTC,Pacific Time (US & Canada),7763532,jj1228,"",2025-06-28 21:31:04 UTC,2025-07-13 23:22:37 UTC,research,,https://www.inaturalist.org/observations/293518473,https://static.inaturalist.org/photos/528296397/medium.jpg,,"",Successful breeding!,2,0,false,,"Santa Clara County, US-CA, US",37.100813605,-121.7091208714,1,,,,28447,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
293518475,214aa44e-a68e-413d-9e78-ed214e230f28,2025/06/27 10:35 AM,2025-06-27,2025-06-27 17:35:00 UTC,Pacific Time (US & Canada),7763532,jj1228,"",2025-06-28 21:31:04 UTC,2025-07-13 23:22:38 UTC,research,,https://www.inaturalist.org/observations/293518475,https://static.inaturalist.org/photos/528296395/medium.jpg,,"",Successful breeding!,2,0,false,,"Santa Clara County, US-CA, US",37.1510039636,-121.778612506,1,,,,28447,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
